"GEO_ID","NAME","S1901_C01_001E","S1901_C01_001M","S1901_C01_001EA","S1901_C01_001MA","S1901_C02_001E","S1901_C02_001M","S1901_C02_001EA","S1901_C02_001MA","S1901_C03_001E","S1901_C03_001M","S1901_C03_001EA","S1901_C03_001MA","S1901_C04_001E","S1901_C04_001M","S1901_C04_001EA","S1901_C04_001MA","S1901_C01_002E","S1901_C01_002M","S1901_C01_002EA","S1901_C01_002MA","S1901_C02_002E","S1901_C02_002M","S1901_C02_002EA","S1901_C02_002MA","S1901_C03_002E","S1901_C03_002EA","S1901_C03_002M","S1901_C03_002MA","S1901_C04_002E","S1901_C04_002M","S1901_C04_002EA","S1901_C04_002MA","S1901_C01_003E","S1901_C01_003EA","S1901_C01_003M","S1901_C01_003MA","S1901_C02_003E","S1901_C02_003M","S1901_C02_003EA","S1901_C02_003MA","S1901_C03_003E","S1901_C03_003EA","S1901_C03_003M","S1901_C03_003MA","S1901_C04_003E","S1901_C04_003M","S1901_C04_003EA","S1901_C04_003MA","S1901_C01_004E","S1901_C01_004EA","S1901_C01_004M","S1901_C01_004MA","S1901_C02_004E","S1901_C02_004M","S1901_C02_004EA","S1901_C02_004MA","S1901_C03_004E","S1901_C03_004EA","S1901_C03_004M","S1901_C03_004MA","S1901_C04_004E","S1901_C04_004EA","S1901_C04_004M","S1901_C04_004MA","S1901_C01_005E","S1901_C01_005M","S1901_C01_005EA","S1901_C01_005MA","S1901_C02_005E","S1901_C02_005M","S1901_C02_005EA","S1901_C02_005MA","S1901_C03_005E","S1901_C03_005M","S1901_C03_005EA","S1901_C03_005MA","S1901_C04_005E","S1901_C04_005M","S1901_C04_005EA","S1901_C04_005MA","S1901_C01_006E","S1901_C01_006EA","S1901_C01_006M","S1901_C01_006MA","S1901_C02_006E","S1901_C02_006M","S1901_C02_006EA","S1901_C02_006MA","S1901_C03_006E","S1901_C03_006M","S1901_C03_006EA","S1901_C03_006MA","S1901_C04_006E","S1901_C04_006M","S1901_C04_006EA","S1901_C04_006MA","S1901_C01_007E","S1901_C01_007EA","S1901_C01_007M","S1901_C01_007MA","S1901_C02_007E","S1901_C02_007EA","S1901_C02_007M","S1901_C02_007MA","S1901_C03_007E","S1901_C03_007EA","S1901_C03_007M","S1901_C03_007MA","S1901_C04_007E","S1901_C04_007EA","S1901_C04_007M","S1901_C04_007MA","S1901_C01_008E","S1901_C01_008EA","S1901_C01_008M","S1901_C01_008MA","S1901_C02_008E","S1901_C02_008EA","S1901_C02_008M","S1901_C02_008MA","S1901_C03_008E","S1901_C03_008EA","S1901_C03_008M","S1901_C03_008MA","S1901_C04_008E","S1901_C04_008M","S1901_C04_008EA","S1901_C04_008MA","S1901_C01_009E","S1901_C01_009M","S1901_C01_009EA","S1901_C01_009MA","S1901_C02_009E","S1901_C02_009M","S1901_C02_009EA","S1901_C02_009MA","S1901_C03_009E","S1901_C03_009M","S1901_C03_009EA","S1901_C03_009MA","S1901_C04_009E","S1901_C04_009M","S1901_C04_009EA","S1901_C04_009MA","S1901_C01_010E","S1901_C01_010M","S1901_C01_010EA","S1901_C01_010MA","S1901_C02_010E","S1901_C02_010EA","S1901_C02_010M","S1901_C02_010MA","S1901_C03_010E","S1901_C03_010EA","S1901_C03_010M","S1901_C03_010MA","S1901_C04_010E","S1901_C04_010EA","S1901_C04_010M","S1901_C04_010MA","S1901_C01_011E","S1901_C01_011M","S1901_C01_011EA","S1901_C01_011MA","S1901_C02_011E","S1901_C02_011EA","S1901_C02_011M","S1901_C02_011MA","S1901_C03_011E","S1901_C03_011EA","S1901_C03_011M","S1901_C03_011MA","S1901_C04_011E","S1901_C04_011EA","S1901_C04_011M","S1901_C04_011MA","S1901_C01_012E","S1901_C01_012M","S1901_C01_012EA","S1901_C01_012MA","S1901_C02_012E","S1901_C02_012EA","S1901_C02_012M","S1901_C02_012MA","S1901_C03_012E","S1901_C03_012M","S1901_C03_012EA","S1901_C03_012MA","S1901_C04_012E","S1901_C04_012M","S1901_C04_012EA","S1901_C04_012MA","S1901_C01_013E","S1901_C01_013M","S1901_C01_013EA","S1901_C01_013MA","S1901_C02_013E","S1901_C02_013M","S1901_C02_013EA","S1901_C02_013MA","S1901_C03_013E","S1901_C03_013M","S1901_C03_013EA","S1901_C03_013MA","S1901_C04_013E","S1901_C04_013EA","S1901_C04_013M","S1901_C04_013MA","S1901_C01_014E","S1901_C01_014M","S1901_C01_014EA","S1901_C01_014MA","S1901_C02_014E","S1901_C02_014M","S1901_C02_014EA","S1901_C02_014MA","S1901_C03_014E","S1901_C03_014M","S1901_C03_014EA","S1901_C03_014MA","S1901_C04_014E","S1901_C04_014M","S1901_C04_014EA","S1901_C04_014MA","S1901_C01_015E","S1901_C01_015EA","S1901_C01_015M","S1901_C01_015MA","S1901_C02_015E","S1901_C02_015EA","S1901_C02_015M","S1901_C02_015MA","S1901_C03_015E","S1901_C03_015EA","S1901_C03_015M","S1901_C03_015MA","S1901_C04_015E","S1901_C04_015M","S1901_C04_015EA","S1901_C04_015MA","S1901_C01_016E","S1901_C01_016M","S1901_C01_016EA","S1901_C01_016MA","S1901_C02_016E","S1901_C02_016EA","S1901_C02_016M","S1901_C02_016MA","S1901_C03_016E","S1901_C03_016M","S1901_C03_016EA","S1901_C03_016MA","S1901_C04_016E","S1901_C04_016M","S1901_C04_016EA","S1901_C04_016MA",
"Geography","Geographic Area Name","Households!!Estimate!!Total","Households!!Margin of Error!!Total","Annotation of Households!!Estimate!!Total","Annotation of Households!!Margin of Error!!Total","Families!!Estimate!!Total","Families!!Margin of Error!!Total","Annotation of Families!!Estimate!!Total","Annotation of Families!!Margin of Error!!Total","Married-couple families!!Estimate!!Total","Married-couple families!!Margin of Error!!Total","Annotation of Married-couple families!!Estimate!!Total","Annotation of Married-couple families!!Margin of Error!!Total","Nonfamily households!!Estimate!!Total","Nonfamily households!!Margin of Error!!Total","Annotation of Nonfamily households!!Estimate!!Total","Annotation of Nonfamily households!!Margin of Error!!Total","Households!!Estimate!!Less than $10,000","Households!!Margin of Error!!Less than $10,000","Annotation of Households!!Estimate!!Less than $10,000","Annotation of Households!!Margin of Error!!Less than $10,000","Families!!Estimate!!Less than $10,000","Families!!Margin of Error!!Less than $10,000","Annotation of Families!!Estimate!!Less than $10,000","Annotation of Families!!Margin of Error!!Less than $10,000","Married-couple families!!Estimate!!Less than $10,000","Annotation of Married-couple families!!Estimate!!Less than $10,000","Married-couple families!!Margin of Error!!Less than $10,000","Annotation of Married-couple families!!Margin of Error!!Less than $10,000","Nonfamily households!!Estimate!!Less than $10,000","Nonfamily households!!Margin of Error!!Less than $10,000","Annotation of Nonfamily households!!Estimate!!Less than $10,000","Annotation of Nonfamily households!!Margin of Error!!Less than $10,000","Households!!Estimate!!$10,000 to $14,999","Annotation of Households!!Estimate!!$10,000 to $14,999","Households!!Margin of Error!!$10,000 to $14,999","Annotation of Households!!Margin of Error!!$10,000 to $14,999","Families!!Estimate!!$10,000 to $14,999","Families!!Margin of Error!!$10,000 to $14,999","Annotation of Families!!Estimate!!$10,000 to $14,999","Annotation of Families!!Margin of Error!!$10,000 to $14,999","Married-couple families!!Estimate!!$10,000 to $14,999","Annotation of Married-couple families!!Estimate!!$10,000 to $14,999","Married-couple families!!Margin of Error!!$10,000 to $14,999","Annotation of Married-couple families!!Margin of Error!!$10,000 to $14,999","Nonfamily households!!Estimate!!$10,000 to $14,999","Nonfamily households!!Margin of Error!!$10,000 to $14,999","Annotation of Nonfamily households!!Estimate!!$10,000 to $14,999","Annotation of Nonfamily households!!Margin of Error!!$10,000 to $14,999","Households!!Estimate!!$15,000 to $24,999","Annotation of Households!!Estimate!!$15,000 to $24,999","Households!!Margin of Error!!$15,000 to $24,999","Annotation of Households!!Margin of Error!!$15,000 to $24,999","Families!!Estimate!!$15,000 to $24,999","Families!!Margin of Error!!$15,000 to $24,999","Annotation of Families!!Estimate!!$15,000 to $24,999","Annotation of Families!!Margin of Error!!$15,000 to $24,999","Married-couple families!!Estimate!!$15,000 to $24,999","Annotation of Married-couple families!!Estimate!!$15,000 to $24,999","Married-couple families!!Margin of Error!!$15,000 to $24,999","Annotation of Married-couple families!!Margin of Error!!$15,000 to $24,999","Nonfamily households!!Estimate!!$15,000 to $24,999","Annotation of Nonfamily households!!Estimate!!$15,000 to $24,999","Nonfamily households!!Margin of Error!!$15,000 to $24,999","Annotation of Nonfamily households!!Margin of Error!!$15,000 to $24,999","Households!!Estimate!!$25,000 to $34,999","Households!!Margin of Error!!$25,000 to $34,999","Annotation of Households!!Estimate!!$25,000 to $34,999","Annotation of Households!!Margin of Error!!$25,000 to $34,999","Families!!Estimate!!$25,000 to $34,999","Families!!Margin of Error!!$25,000 to $34,999","Annotation of Families!!Estimate!!$25,000 to $34,999","Annotation of Families!!Margin of Error!!$25,000 to $34,999","Married-couple families!!Estimate!!$25,000 to $34,999","Married-couple families!!Margin of Error!!$25,000 to $34,999","Annotation of Married-couple families!!Estimate!!$25,000 to $34,999","Annotation of Married-couple families!!Margin of Error!!$25,000 to $34,999","Nonfamily households!!Estimate!!$25,000 to $34,999","Nonfamily households!!Margin of Error!!$25,000 to $34,999","Annotation of Nonfamily households!!Estimate!!$25,000 to $34,999","Annotation of Nonfamily households!!Margin of Error!!$25,000 to $34,999","Households!!Estimate!!$35,000 to $49,999","Annotation of Households!!Estimate!!$35,000 to $49,999","Households!!Margin of Error!!$35,000 to $49,999","Annotation of Households!!Margin of Error!!$35,000 to $49,999","Families!!Estimate!!$35,000 to $49,999","Families!!Margin of Error!!$35,000 to $49,999","Annotation of Families!!Estimate!!$35,000 to $49,999","Annotation of Families!!Margin of Error!!$35,000 to $49,999","Married-couple families!!Estimate!!$35,000 to $49,999","Married-couple families!!Margin of Error!!$35,000 to $49,999","Annotation of Married-couple families!!Estimate!!$35,000 to $49,999","Annotation of Married-couple families!!Margin of Error!!$35,000 to $49,999","Nonfamily households!!Estimate!!$35,000 to $49,999","Nonfamily households!!Margin of Error!!$35,000 to $49,999","Annotation of Nonfamily households!!Estimate!!$35,000 to $49,999","Annotation of Nonfamily households!!Margin of Error!!$35,000 to $49,999","Households!!Estimate!!$50,000 to $74,999","Annotation of Households!!Estimate!!$50,000 to $74,999","Households!!Margin of Error!!$50,000 to $74,999","Annotation of Households!!Margin of Error!!$50,000 to $74,999","Families!!Estimate!!$50,000 to $74,999","Annotation of Families!!Estimate!!$50,000 to $74,999","Families!!Margin of Error!!$50,000 to $74,999","Annotation of Families!!Margin of Error!!$50,000 to $74,999","Married-couple families!!Estimate!!$50,000 to $74,999","Annotation of Married-couple families!!Estimate!!$50,000 to $74,999","Married-couple families!!Margin of Error!!$50,000 to $74,999","Annotation of Married-couple families!!Margin of Error!!$50,000 to $74,999","Nonfamily households!!Estimate!!$50,000 to $74,999","Annotation of Nonfamily households!!Estimate!!$50,000 to $74,999","Nonfamily households!!Margin of Error!!$50,000 to $74,999","Annotation of Nonfamily households!!Margin of Error!!$50,000 to $74,999","Households!!Estimate!!$75,000 to $99,999","Annotation of Households!!Estimate!!$75,000 to $99,999","Households!!Margin of Error!!$75,000 to $99,999","Annotation of Households!!Margin of Error!!$75,000 to $99,999","Families!!Estimate!!$75,000 to $99,999","Annotation of Families!!Estimate!!$75,000 to $99,999","Families!!Margin of Error!!$75,000 to $99,999","Annotation of Families!!Margin of Error!!$75,000 to $99,999","Married-couple families!!Estimate!!$75,000 to $99,999","Annotation of Married-couple families!!Estimate!!$75,000 to $99,999","Married-couple families!!Margin of Error!!$75,000 to $99,999","Annotation of Married-couple families!!Margin of Error!!$75,000 to $99,999","Nonfamily households!!Estimate!!$75,000 to $99,999","Nonfamily households!!Margin of Error!!$75,000 to $99,999","Annotation of Nonfamily households!!Estimate!!$75,000 to $99,999","Annotation of Nonfamily households!!Margin of Error!!$75,000 to $99,999","Households!!Estimate!!$100,000 to $149,999","Households!!Margin of Error!!$100,000 to $149,999","Annotation of Households!!Estimate!!$100,000 to $149,999","Annotation of Households!!Margin of Error!!$100,000 to $149,999","Families!!Estimate!!$100,000 to $149,999","Families!!Margin of Error!!$100,000 to $149,999","Annotation of Families!!Estimate!!$100,000 to $149,999","Annotation of Families!!Margin of Error!!$100,000 to $149,999","Married-couple families!!Estimate!!$100,000 to $149,999","Married-couple families!!Margin of Error!!$100,000 to $149,999","Annotation of Married-couple families!!Estimate!!$100,000 to $149,999","Annotation of Married-couple families!!Margin of Error!!$100,000 to $149,999","Nonfamily households!!Estimate!!$100,000 to $149,999","Nonfamily households!!Margin of Error!!$100,000 to $149,999","Annotation of Nonfamily households!!Estimate!!$100,000 to $149,999","Annotation of Nonfamily households!!Margin of Error!!$100,000 to $149,999","Households!!Estimate!!$150,000 to $199,999","Households!!Margin of Error!!$150,000 to $199,999","Annotation of Households!!Estimate!!$150,000 to $199,999","Annotation of Households!!Margin of Error!!$150,000 to $199,999","Families!!Estimate!!$150,000 to $199,999","Annotation of Families!!Estimate!!$150,000 to $199,999","Families!!Margin of Error!!$150,000 to $199,999","Annotation of Families!!Margin of Error!!$150,000 to $199,999","Married-couple families!!Estimate!!$150,000 to $199,999","Annotation of Married-couple families!!Estimate!!$150,000 to $199,999","Married-couple families!!Margin of Error!!$150,000 to $199,999","Annotation of Married-couple families!!Margin of Error!!$150,000 to $199,999","Nonfamily households!!Estimate!!$150,000 to $199,999","Annotation of Nonfamily households!!Estimate!!$150,000 to $199,999","Nonfamily households!!Margin of Error!!$150,000 to $199,999","Annotation of Nonfamily households!!Margin of Error!!$150,000 to $199,999","Households!!Estimate!!$200,000 or more","Households!!Margin of Error!!$200,000 or more","Annotation of Households!!Estimate!!$200,000 or more","Annotation of Households!!Margin of Error!!$200,000 or more","Families!!Estimate!!$200,000 or more","Annotation of Families!!Estimate!!$200,000 or more","Families!!Margin of Error!!$200,000 or more","Annotation of Families!!Margin of Error!!$200,000 or more","Married-couple families!!Estimate!!$200,000 or more","Annotation of Married-couple families!!Estimate!!$200,000 or more","Married-couple families!!Margin of Error!!$200,000 or more","Annotation of Married-couple families!!Margin of Error!!$200,000 or more","Nonfamily households!!Estimate!!$200,000 or more","Annotation of Nonfamily households!!Estimate!!$200,000 or more","Nonfamily households!!Margin of Error!!$200,000 or more","Annotation of Nonfamily households!!Margin of Error!!$200,000 or more","Households!!Estimate!!Median income (dollars)","Households!!Margin of Error!!Median income (dollars)","Annotation of Households!!Estimate!!Median income (dollars)","Annotation of Households!!Margin of Error!!Median income (dollars)","Families!!Estimate!!Median income (dollars)","Annotation of Families!!Estimate!!Median income (dollars)","Families!!Margin of Error!!Median income (dollars)","Annotation of Families!!Margin of Error!!Median income (dollars)","Married-couple families!!Estimate!!Median income (dollars)","Married-couple families!!Margin of Error!!Median income (dollars)","Annotation of Married-couple families!!Estimate!!Median income (dollars)","Annotation of Married-couple families!!Margin of Error!!Median income (dollars)","Nonfamily households!!Estimate!!Median income (dollars)","Nonfamily households!!Margin of Error!!Median income (dollars)","Annotation of Nonfamily households!!Estimate!!Median income (dollars)","Annotation of Nonfamily households!!Margin of Error!!Median income (dollars)","Households!!Estimate!!Mean income (dollars)","Households!!Margin of Error!!Mean income (dollars)","Annotation of Households!!Estimate!!Mean income (dollars)","Annotation of Households!!Margin of Error!!Mean income (dollars)","Families!!Estimate!!Mean income (dollars)","Families!!Margin of Error!!Mean income (dollars)","Annotation of Families!!Estimate!!Mean income (dollars)","Annotation of Families!!Margin of Error!!Mean income (dollars)","Married-couple families!!Estimate!!Mean income (dollars)","Married-couple families!!Margin of Error!!Mean income (dollars)","Annotation of Married-couple families!!Estimate!!Mean income (dollars)","Annotation of Married-couple families!!Margin of Error!!Mean income (dollars)","Nonfamily households!!Estimate!!Mean income (dollars)","Annotation of Nonfamily households!!Estimate!!Mean income (dollars)","Nonfamily households!!Margin of Error!!Mean income (dollars)","Annotation of Nonfamily households!!Margin of Error!!Mean income (dollars)","Households!!Estimate!!PERCENT IMPUTED!!Household income in the past 12 months","Households!!Margin of Error!!PERCENT IMPUTED!!Household income in the past 12 months","Annotation of Households!!Estimate!!PERCENT IMPUTED!!Household income in the past 12 months","Annotation of Households!!Margin of Error!!PERCENT IMPUTED!!Household income in the past 12 months","Families!!Estimate!!PERCENT IMPUTED!!Household income in the past 12 months","Families!!Margin of Error!!PERCENT IMPUTED!!Household income in the past 12 months","Annotation of Families!!Estimate!!PERCENT IMPUTED!!Household income in the past 12 months","Annotation of Families!!Margin of Error!!PERCENT IMPUTED!!Household income in the past 12 months","Married-couple families!!Estimate!!PERCENT IMPUTED!!Household income in the past 12 months","Married-couple families!!Margin of Error!!PERCENT IMPUTED!!Household income in the past 12 months","Annotation of Married-couple families!!Estimate!!PERCENT IMPUTED!!Household income in the past 12 months","Annotation of Married-couple families!!Margin of Error!!PERCENT IMPUTED!!Household income in the past 12 months","Nonfamily households!!Estimate!!PERCENT IMPUTED!!Household income in the past 12 months","Nonfamily households!!Margin of Error!!PERCENT IMPUTED!!Household income in the past 12 months","Annotation of Nonfamily households!!Estimate!!PERCENT IMPUTED!!Household income in the past 12 months","Annotation of Nonfamily households!!Margin of Error!!PERCENT IMPUTED!!Household income in the past 12 months","Households!!Estimate!!PERCENT IMPUTED!!Family income in the past 12 months","Annotation of Households!!Estimate!!PERCENT IMPUTED!!Family income in the past 12 months","Households!!Margin of Error!!PERCENT IMPUTED!!Family income in the past 12 months","Annotation of Households!!Margin of Error!!PERCENT IMPUTED!!Family income in the past 12 months","Families!!Estimate!!PERCENT IMPUTED!!Family income in the past 12 months","Annotation of Families!!Estimate!!PERCENT IMPUTED!!Family income in the past 12 months","Families!!Margin of Error!!PERCENT IMPUTED!!Family income in the past 12 months","Annotation of Families!!Margin of Error!!PERCENT IMPUTED!!Family income in the past 12 months","Married-couple families!!Estimate!!PERCENT IMPUTED!!Family income in the past 12 months","Annotation of Married-couple families!!Estimate!!PERCENT IMPUTED!!Family income in the past 12 months","Married-couple families!!Margin of Error!!PERCENT IMPUTED!!Family income in the past 12 months","Annotation of Married-couple families!!Margin of Error!!PERCENT IMPUTED!!Family income in the past 12 months","Nonfamily households!!Estimate!!PERCENT IMPUTED!!Family income in the past 12 months","Nonfamily households!!Margin of Error!!PERCENT IMPUTED!!Family income in the past 12 months","Annotation of Nonfamily households!!Estimate!!PERCENT IMPUTED!!Family income in the past 12 months","Annotation of Nonfamily households!!Margin of Error!!PERCENT IMPUTED!!Family income in the past 12 months","Households!!Estimate!!PERCENT IMPUTED!!Nonfamily income in the past 12 months","Households!!Margin of Error!!PERCENT IMPUTED!!Nonfamily income in the past 12 months","Annotation of Households!!Estimate!!PERCENT IMPUTED!!Nonfamily income in the past 12 months","Annotation of Households!!Margin of Error!!PERCENT IMPUTED!!Nonfamily income in the past 12 months","Families!!Estimate!!PERCENT IMPUTED!!Nonfamily income in the past 12 months","Annotation of Families!!Estimate!!PERCENT IMPUTED!!Nonfamily income in the past 12 months","Families!!Margin of Error!!PERCENT IMPUTED!!Nonfamily income in the past 12 months","Annotation of Families!!Margin of Error!!PERCENT IMPUTED!!Nonfamily income in the past 12 months","Married-couple families!!Estimate!!PERCENT IMPUTED!!Nonfamily income in the past 12 months","Married-couple families!!Margin of Error!!PERCENT IMPUTED!!Nonfamily income in the past 12 months","Annotation of Married-couple families!!Estimate!!PERCENT IMPUTED!!Nonfamily income in the past 12 months","Annotation of Married-couple families!!Margin of Error!!PERCENT IMPUTED!!Nonfamily income in the past 12 months","Nonfamily households!!Estimate!!PERCENT IMPUTED!!Nonfamily income in the past 12 months","Nonfamily households!!Margin of Error!!PERCENT IMPUTED!!Nonfamily income in the past 12 months","Annotation of Nonfamily households!!Estimate!!PERCENT IMPUTED!!Nonfamily income in the past 12 months","Annotation of Nonfamily households!!Margin of Error!!PERCENT IMPUTED!!Nonfamily income in the past 12 months",
"0500000US06001","Alameda County, California","545559","3859","null","null","355646","6164","null","null","256098","5681","null","null","189913","5306","null","null","5.9","0.5","null","null","4.3","0.6","null","null","1.8","null","0.6","null","10.5","1.0","null","null","4.9","null","0.5","null","2.8","0.5","null","null","1.4","null","0.3","null","9.4","1.2","null","null","8.9","null","0.6","null","7.1","0.7","null","null","4.6","null","0.6","null","13.1","null","1.1","null","7.8","0.6","null","null","7.0","0.8","null","null","5.2","0.8","null","null","9.5","1.1","null","null","10.0","null","0.6","null","9.5","0.8","null","null","8.4","0.8","null","null","11.1","1.2","null","null","16.9","null","0.8","null","15.3","null","1.0","null","13.7","null","1.0","null","19.8","null","1.4","null","11.7","null","0.7","null","12.1","null","0.9","null","13.2","null","1.0","null","10.2","1.2","null","null","16.6","0.8","null","null","19.7","1.0","null","null","23.0","1.3","null","null","9.6","1.2","null","null","8.2","0.5","null","null","10.4","null","0.7","null","13.2","null","1.0","null","3.7","null","0.7","null","9.1","0.5","null","null","11.9","null","0.7","null","15.6","null","0.9","null","3.1","null","0.6","null","67558","1670","null","null","82476","null","2269","null","102303","1803","null","null","44820","3079","null","null","91990","1950","null","null","106374","2430","null","null","125242","3379","null","null","60309","null","2536","null","23.1","-888888888.0","null","(X)","(X)","-888888888","(X)","(X)","(X)","-888888888","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","22.7","null","-888888888.0","(X)","(X)","(X)","-888888888","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","-888888888","(X)","(X)","-888888888","(X)","(X)","22.2","(X)","null","(X)",
"0500000US06007","Butte County, California","83634","2139","null","null","50386","2663","null","null","34750","2385","null","null","33248","2665","null","null","8.5","1.4","null","null","6.1","1.4","null","null","2.1","null","1.0","null","14.4","2.9","null","null","9.1","null","1.8","null","5.0","1.9","null","null","1.9","null","1.4","null","16.0","3.6","null","null","16.7","null","2.1","null","14.0","2.5","null","null","11.5","null","2.8","null","22.0","null","4.2","null","10.7","1.7","null","null","9.9","2.4","null","null","8.1","2.4","null","null","10.8","2.7","null","null","13.6","null","1.9","null","13.2","2.4","null","null","13.3","2.5","null","null","13.6","2.9","null","null","15.7","null","1.9","null","18.2","null","2.6","null","23.0","null","3.6","null","10.5","null","3.0","null","11.4","null","1.9","null","15.1","null","2.7","null","15.3","null","2.7","null","5.6","1.7","null","null","10.1","1.6","null","null","13.5","2.3","null","null","17.9","3.0","null","null","4.9","1.5","null","null","2.4","0.8","null","null","3.3","null","1.3","null","4.3","null","1.8","null","1.1","null","1.1","null","1.9","0.7","null","null","1.8","null","0.7","null","2.5","null","0.9","null","1.2","null","1.2","null","39179","1891","null","null","51896","null","3168","null","63071","3181","null","null","23852","2056","null","null","54216","2568","null","null","62810","3153","null","null","N","-999999999","N","N","38205","null","4129","null","24.5","-888888888.0","null","(X)","(X)","-888888888","(X)","(X)","(X)","-888888888","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","23.3","null","-888888888.0","(X)","(X)","(X)","-888888888","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","-888888888","(X)","(X)","-888888888","(X)","(X)","24.6","(X)","null","(X)",
"0500000US06013","Contra Costa County, California","376326","3606","null","null","268067","5729","null","null","202047","5993","null","null","108259","4414","null","null","4.4","0.7","null","null","3.4","0.6","null","null","1.3","null","0.4","null","8.4","1.6","null","null","3.8","null","0.5","null","2.1","0.5","null","null","1.3","null","0.4","null","8.5","1.5","null","null","8.2","null","0.7","null","6.4","0.9","null","null","4.6","null","0.9","null","12.7","null","1.5","null","7.7","0.8","null","null","6.8","1.0","null","null","5.0","0.9","null","null","11.3","2.0","null","null","11.3","null","0.9","null","10.2","1.2","null","null","8.4","1.2","null","null","14.4","1.8","null","null","15.0","null","1.0","null","14.4","null","1.2","null","13.1","null","1.2","null","16.0","null","1.6","null","11.7","null","1.0","null","12.0","null","1.2","null","12.7","null","1.4","null","10.7","1.8","null","null","18.5","1.3","null","null","20.6","1.4","null","null","23.5","1.6","null","null","11.6","2.0","null","null","9.3","1.0","null","null","11.2","null","1.3","null","13.5","null","1.6","null","3.6","null","1.1","null","10.2","0.9","null","null","13.0","null","1.1","null","16.7","null","1.5","null","2.7","null","0.9","null","74353","2713","null","null","88294","null","3102","null","105432","3065","null","null","44370","3055","null","null","101050","3035","null","null","114512","3666","null","null","132808","4889","null","null","62734","null","4027","null","27.3","-888888888.0","null","(X)","(X)","-888888888","(X)","(X)","(X)","-888888888","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","27.9","null","-888888888.0","(X)","(X)","(X)","-888888888","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","-888888888","(X)","(X)","-888888888","(X)","(X)","22.8","(X)","null","(X)",
"0500000US06017","El Dorado County, California","68111","2157","null","null","47502","2066","null","null","N","N","N","N","20609","2034","null","null","4.8","1.5","null","null","3.1","1.6","null","null","N","N","-999999999.0","N","9.8","3.8","null","null","4.0","null","1.2","null","1.2","1.1","null","null","N","N","-999999999.0","N","10.2","3.1","null","null","9.2","null","1.8","null","5.0","1.8","null","null","N","N","-999999999.0","N","19.3","null","4.2","null","10.2","2.2","null","null","8.7","2.3","null","null","N","-999999999.0","N","N","12.9","4.2","null","null","13.0","null","2.1","null","11.0","2.4","null","null","N","-999999999.0","N","N","17.9","4.4","null","null","16.6","null","2.6","null","17.6","null","3.4","null","N","N","-999999999.0","N","14.2","null","3.8","null","13.6","null","2.1","null","16.2","null","2.8","null","N","N","-999999999.0","N","7.0","3.3","null","null","14.1","2.1","null","null","18.6","2.7","null","null","N","-999999999.0","N","N","4.6","2.4","null","null","8.9","2.0","null","null","11.1","null","2.7","null","N","N","N","N","2.3","null","1.5","null","5.8","1.4","null","null","7.5","null","1.8","null","N","N","N","N","1.8","null","1.2","null","61084","5063","null","null","79452","null","4810","null","83732","5465","null","null","32546","5232","null","null","83037","4776","null","null","98234","5974","null","null","N","-999999999","N","N","46118","null","4845","null","27.6","-888888888.0","null","(X)","(X)","-888888888","(X)","(X)","(X)","-888888888","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","30.6","null","-888888888.0","(X)","(X)","(X)","-888888888","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","-888888888","(X)","(X)","-888888888","(X)","(X)","20.3","(X)","null","(X)",
