GEO_ID,NAME,S1901_C01_001E,S1901_C01_001M,S1901_C01_001MA,S1901_C01_001EA,S1901_C01_002E,S1901_C01_002EA,S1901_C01_002M,S1901_C01_002MA,S1901_C01_003E,S1901_C01_003M,S1901_C01_003MA,S1901_C01_003EA,S1901_C01_004E,S1901_C01_004M,S1901_C01_004MA,S1901_C01_004EA,S1901_C01_005E,S1901_C01_005M,S1901_C01_005MA,S1901_C01_005EA,S1901_C01_006E,S1901_C01_006M,S1901_C01_006MA,S1901_C01_006EA,S1901_C01_007E,S1901_C01_007M,S1901_C01_007MA,S1901_C01_007EA,S1901_C01_008E,S1901_C01_008M,S1901_C01_008MA,S1901_C01_008EA,S1901_C01_009E,S1901_C01_009M,S1901_C01_009MA,S1901_C01_009EA,S1901_C01_010E,S1901_C01_010M,S1901_C01_010MA,S1901_C01_010EA,S1901_C01_011E,S1901_C01_011M,S1901_C01_011MA,S1901_C01_011EA,S1901_C01_012E,S1901_C01_012M,S1901_C01_012MA,S1901_C01_012EA,S1901_C01_013E,S1901_C01_013EA,S1901_C01_013M,S1901_C01_013MA,S1901_C01_014E,S1901_C01_014M,S1901_C01_014MA,S1901_C01_014EA,S1901_C01_015E,S1901_C01_015M,S1901_C01_015MA,S1901_C01_015EA,S1901_C01_016E,S1901_C01_016M,S1901_C01_016MA,S1901_C01_016EA,S1901_C02_001E,S1901_C02_001M,S1901_C02_001MA,S1901_C02_001EA,S1901_C02_002E,S1901_C02_002M,S1901_C02_002MA,S1901_C02_002EA,S1901_C02_003E,S1901_C02_003M,S1901_C02_003MA,S1901_C02_003EA,S1901_C02_004E,S1901_C02_004M,S1901_C02_004MA,S1901_C02_004EA,S1901_C02_005E,S1901_C02_005M,S1901_C02_005MA,S1901_C02_005EA,S1901_C02_006E,S1901_C02_006M,S1901_C02_006MA,S1901_C02_006EA,S1901_C02_007E,S1901_C02_007M,S1901_C02_007MA,S1901_C02_007EA,S1901_C02_008E,S1901_C02_008M,S1901_C02_008MA,S1901_C02_008EA,S1901_C02_009E,S1901_C02_009M,S1901_C02_009MA,S1901_C02_009EA,S1901_C02_010E,S1901_C02_010EA,S1901_C02_010M,S1901_C02_010MA,S1901_C02_011E,S1901_C02_011M,S1901_C02_011MA,S1901_C02_011EA,S1901_C02_012E,S1901_C02_012M,S1901_C02_012MA,S1901_C02_012EA,S1901_C02_013E,S1901_C02_013M,S1901_C02_013MA,S1901_C02_013EA,S1901_C02_014E,S1901_C02_014M,S1901_C02_014MA,S1901_C02_014EA,S1901_C02_015E,S1901_C02_015M,S1901_C02_015MA,S1901_C02_015EA,S1901_C02_016E,S1901_C02_016M,S1901_C02_016MA,S1901_C02_016EA,S1901_C03_001E,S1901_C03_001M,S1901_C03_001MA,S1901_C03_001EA,S1901_C03_002E,S1901_C03_002M,S1901_C03_002MA,S1901_C03_002EA,S1901_C03_003E,S1901_C03_003M,S1901_C03_003MA,S1901_C03_003EA,S1901_C03_004E,S1901_C03_004M,S1901_C03_004MA,S1901_C03_004EA,S1901_C03_005E,S1901_C03_005M,S1901_C03_005MA,S1901_C03_005EA,S1901_C03_006E,S1901_C03_006M,S1901_C03_006MA,S1901_C03_006EA,S1901_C03_007E,S1901_C03_007EA,S1901_C03_007M,S1901_C03_007MA,S1901_C03_008E,S1901_C03_008M,S1901_C03_008MA,S1901_C03_008EA,S1901_C03_009E,S1901_C03_009M,S1901_C03_009MA,S1901_C03_009EA,S1901_C03_010E,S1901_C03_010M,S1901_C03_010MA,S1901_C03_010EA,S1901_C03_011E,S1901_C03_011M,S1901_C03_011MA,S1901_C03_011EA,S1901_C03_012E,S1901_C03_012M,S1901_C03_012MA,S1901_C03_012EA,S1901_C03_013E,S1901_C03_013M,S1901_C03_013MA,S1901_C03_013EA,S1901_C03_014E,S1901_C03_014M,S1901_C03_014MA,S1901_C03_014EA,S1901_C03_015E,S1901_C03_015M,S1901_C03_015MA,S1901_C03_015EA,S1901_C03_016E,S1901_C03_016EA,S1901_C03_016M,S1901_C03_016MA,S1901_C04_001E,S1901_C04_001M,S1901_C04_001MA,S1901_C04_001EA,S1901_C04_002E,S1901_C04_002M,S1901_C04_002MA,S1901_C04_002EA,S1901_C04_003E,S1901_C04_003M,S1901_C04_003MA,S1901_C04_003EA,S1901_C04_004E,S1901_C04_004EA,S1901_C04_004M,S1901_C04_004MA,S1901_C04_005E,S1901_C04_005M,S1901_C04_005MA,S1901_C04_005EA,S1901_C04_006E,S1901_C04_006M,S1901_C04_006MA,S1901_C04_006EA,S1901_C04_007E,S1901_C04_007M,S1901_C04_007MA,S1901_C04_007EA,S1901_C04_008E,S1901_C04_008M,S1901_C04_008MA,S1901_C04_008EA,S1901_C04_009E,S1901_C04_009M,S1901_C04_009MA,S1901_C04_009EA,S1901_C04_010E,S1901_C04_010M,S1901_C04_010MA,S1901_C04_010EA,S1901_C04_011E,S1901_C04_011M,S1901_C04_011MA,S1901_C04_011EA,S1901_C04_012E,S1901_C04_012M,S1901_C04_012MA,S1901_C04_012EA,S1901_C04_013E,S1901_C04_013M,S1901_C04_013MA,S1901_C04_013EA,S1901_C04_014E,S1901_C04_014M,S1901_C04_014MA,S1901_C04_014EA,S1901_C04_015E,S1901_C04_015EA,S1901_C04_015M,S1901_C04_015MA,S1901_C04_016E,S1901_C04_016EA,S1901_C04_016M,S1901_C04_016MA
Geography,Geographic Area Name,Estimate!!Households!!Total,Margin of Error!!Households!!Total,Annotation of Margin of Error!!Households!!Total,Annotation of Estimate!!Households!!Total,"Estimate!!Households!!Total!!Less than $10,000","Annotation of Estimate!!Households!!Total!!Less than $10,000","Margin of Error!!Households!!Total!!Less than $10,000","Annotation of Margin of Error!!Households!!Total!!Less than $10,000","Estimate!!Households!!Total!!$10,000 to $14,999","Margin of Error!!Households!!Total!!$10,000 to $14,999","Annotation of Margin of Error!!Households!!Total!!$10,000 to $14,999","Annotation of Estimate!!Households!!Total!!$10,000 to $14,999","Estimate!!Households!!Total!!$15,000 to $24,999","Margin of Error!!Households!!Total!!$15,000 to $24,999","Annotation of Margin of Error!!Households!!Total!!$15,000 to $24,999","Annotation of Estimate!!Households!!Total!!$15,000 to $24,999","Estimate!!Households!!Total!!$25,000 to $34,999","Margin of Error!!Households!!Total!!$25,000 to $34,999","Annotation of Margin of Error!!Households!!Total!!$25,000 to $34,999","Annotation of Estimate!!Households!!Total!!$25,000 to $34,999","Estimate!!Households!!Total!!$35,000 to $49,999","Margin of Error!!Households!!Total!!$35,000 to $49,999","Annotation of Margin of Error!!Households!!Total!!$35,000 to $49,999","Annotation of Estimate!!Households!!Total!!$35,000 to $49,999","Estimate!!Households!!Total!!$50,000 to $74,999","Margin of Error!!Households!!Total!!$50,000 to $74,999","Annotation of Margin of Error!!Households!!Total!!$50,000 to $74,999","Annotation of Estimate!!Households!!Total!!$50,000 to $74,999","Estimate!!Households!!Total!!$75,000 to $99,999","Margin of Error!!Households!!Total!!$75,000 to $99,999","Annotation of Margin of Error!!Households!!Total!!$75,000 to $99,999","Annotation of Estimate!!Households!!Total!!$75,000 to $99,999","Estimate!!Households!!Total!!$100,000 to $149,999","Margin of Error!!Households!!Total!!$100,000 to $149,999","Annotation of Margin of Error!!Households!!Total!!$100,000 to $149,999","Annotation of Estimate!!Households!!Total!!$100,000 to $149,999","Estimate!!Households!!Total!!$150,000 to $199,999","Margin of Error!!Households!!Total!!$150,000 to $199,999","Annotation of Margin of Error!!Households!!Total!!$150,000 to $199,999","Annotation of Estimate!!Households!!Total!!$150,000 to $199,999","Estimate!!Households!!Total!!$200,000 or more","Margin of Error!!Households!!Total!!$200,000 or more","Annotation of Margin of Error!!Households!!Total!!$200,000 or more","Annotation of Estimate!!Households!!Total!!$200,000 or more",Estimate!!Households!!Median income (dollars),Margin of Error!!Households!!Median income (dollars),Annotation of Margin of Error!!Households!!Median income (dollars),Annotation of Estimate!!Households!!Median income (dollars),Estimate!!Households!!Mean income (dollars),Annotation of Estimate!!Households!!Mean income (dollars),Margin of Error!!Households!!Mean income (dollars),Annotation of Margin of Error!!Households!!Mean income (dollars),Estimate!!Households!!PERCENT ALLOCATED!!Household income in the past 12 months,Margin of Error!!Households!!PERCENT ALLOCATED!!Household income in the past 12 months,Annotation of Margin of Error!!Households!!PERCENT ALLOCATED!!Household income in the past 12 months,Annotation of Estimate!!Households!!PERCENT ALLOCATED!!Household income in the past 12 months,Estimate!!Households!!PERCENT ALLOCATED!!Family income in the past 12 months,Margin of Error!!Households!!PERCENT ALLOCATED!!Family income in the past 12 months,Annotation of Margin of Error!!Households!!PERCENT ALLOCATED!!Family income in the past 12 months,Annotation of Estimate!!Households!!PERCENT ALLOCATED!!Family income in the past 12 months,Estimate!!Households!!PERCENT ALLOCATED!!Nonfamily income in the past 12 months,Margin of Error!!Households!!PERCENT ALLOCATED!!Nonfamily income in the past 12 months,Annotation of Margin of Error!!Households!!PERCENT ALLOCATED!!Nonfamily income in the past 12 months,Annotation of Estimate!!Households!!PERCENT ALLOCATED!!Nonfamily income in the past 12 months,Estimate!!Families!!Total,Margin of Error!!Families!!Total,Annotation of Margin of Error!!Families!!Total,Annotation of Estimate!!Families!!Total,"Estimate!!Families!!Total!!Less than $10,000","Margin of Error!!Families!!Total!!Less than $10,000","Annotation of Margin of Error!!Families!!Total!!Less than $10,000","Annotation of Estimate!!Families!!Total!!Less than $10,000","Estimate!!Families!!Total!!$10,000 to $14,999","Margin of Error!!Families!!Total!!$10,000 to $14,999","Annotation of Margin of Error!!Families!!Total!!$10,000 to $14,999","Annotation of Estimate!!Families!!Total!!$10,000 to $14,999","Estimate!!Families!!Total!!$15,000 to $24,999","Margin of Error!!Families!!Total!!$15,000 to $24,999","Annotation of Margin of Error!!Families!!Total!!$15,000 to $24,999","Annotation of Estimate!!Families!!Total!!$15,000 to $24,999","Estimate!!Families!!Total!!$25,000 to $34,999","Margin of Error!!Families!!Total!!$25,000 to $34,999","Annotation of Margin of Error!!Families!!Total!!$25,000 to $34,999","Annotation of Estimate!!Families!!Total!!$25,000 to $34,999","Estimate!!Families!!Total!!$35,000 to $49,999","Margin of Error!!Families!!Total!!$35,000 to $49,999","Annotation of Margin of Error!!Families!!Total!!$35,000 to $49,999","Annotation of Estimate!!Families!!Total!!$35,000 to $49,999","Estimate!!Families!!Total!!$50,000 to $74,999","Margin of Error!!Families!!Total!!$50,000 to $74,999","Annotation of Margin of Error!!Families!!Total!!$50,000 to $74,999","Annotation of Estimate!!Families!!Total!!$50,000 to $74,999","Estimate!!Families!!Total!!$75,000 to $99,999","Margin of Error!!Families!!Total!!$75,000 to $99,999","Annotation of Margin of Error!!Families!!Total!!$75,000 to $99,999","Annotation of Estimate!!Families!!Total!!$75,000 to $99,999","Estimate!!Families!!Total!!$100,000 to $149,999","Margin of Error!!Families!!Total!!$100,000 to $149,999","Annotation of Margin of Error!!Families!!Total!!$100,000 to $149,999","Annotation of Estimate!!Families!!Total!!$100,000 to $149,999","Estimate!!Families!!Total!!$150,000 to $199,999","Annotation of Estimate!!Families!!Total!!$150,000 to $199,999","Margin of Error!!Families!!Total!!$150,000 to $199,999","Annotation of Margin of Error!!Families!!Total!!$150,000 to $199,999","Estimate!!Families!!Total!!$200,000 or more","Margin of Error!!Families!!Total!!$200,000 or more","Annotation of Margin of Error!!Families!!Total!!$200,000 or more","Annotation of Estimate!!Families!!Total!!$200,000 or more",Estimate!!Families!!Median income (dollars),Margin of Error!!Families!!Median income (dollars),Annotation of Margin of Error!!Families!!Median income (dollars),Annotation of Estimate!!Families!!Median income (dollars),Estimate!!Families!!Mean income (dollars),Margin of Error!!Families!!Mean income (dollars),Annotation of Margin of Error!!Families!!Mean income (dollars),Annotation of Estimate!!Families!!Mean income (dollars),Estimate!!Families!!PERCENT ALLOCATED!!Household income in the past 12 months,Margin of Error!!Families!!PERCENT ALLOCATED!!Household income in the past 12 months,Annotation of Margin of Error!!Families!!PERCENT ALLOCATED!!Household income in the past 12 months,Annotation of Estimate!!Families!!PERCENT ALLOCATED!!Household income in the past 12 months,Estimate!!Families!!PERCENT ALLOCATED!!Family income in the past 12 months,Margin of Error!!Families!!PERCENT ALLOCATED!!Family income in the past 12 months,Annotation of Margin of Error!!Families!!PERCENT ALLOCATED!!Family income in the past 12 months,Annotation of Estimate!!Families!!PERCENT ALLOCATED!!Family income in the past 12 months,Estimate!!Families!!PERCENT ALLOCATED!!Nonfamily income in the past 12 months,Margin of Error!!Families!!PERCENT ALLOCATED!!Nonfamily income in the past 12 months,Annotation of Margin of Error!!Families!!PERCENT ALLOCATED!!Nonfamily income in the past 12 months,Annotation of Estimate!!Families!!PERCENT ALLOCATED!!Nonfamily income in the past 12 months,Estimate!!Married-couple families!!Total,Margin of Error!!Married-couple families!!Total,Annotation of Margin of Error!!Married-couple families!!Total,Annotation of Estimate!!Married-couple families!!Total,"Estimate!!Married-couple families!!Total!!Less than $10,000","Margin of Error!!Married-couple families!!Total!!Less than $10,000","Annotation of Margin of Error!!Married-couple families!!Total!!Less than $10,000","Annotation of Estimate!!Married-couple families!!Total!!Less than $10,000","Estimate!!Married-couple families!!Total!!$10,000 to $14,999","Margin of Error!!Married-couple families!!Total!!$10,000 to $14,999","Annotation of Margin of Error!!Married-couple families!!Total!!$10,000 to $14,999","Annotation of Estimate!!Married-couple families!!Total!!$10,000 to $14,999","Estimate!!Married-couple families!!Total!!$15,000 to $24,999","Margin of Error!!Married-couple families!!Total!!$15,000 to $24,999","Annotation of Margin of Error!!Married-couple families!!Total!!$15,000 to $24,999","Annotation of Estimate!!Married-couple families!!Total!!$15,000 to $24,999","Estimate!!Married-couple families!!Total!!$25,000 to $34,999","Margin of Error!!Married-couple families!!Total!!$25,000 to $34,999","Annotation of Margin of Error!!Married-couple families!!Total!!$25,000 to $34,999","Annotation of Estimate!!Married-couple families!!Total!!$25,000 to $34,999","Estimate!!Married-couple families!!Total!!$35,000 to $49,999","Margin of Error!!Married-couple families!!Total!!$35,000 to $49,999","Annotation of Margin of Error!!Married-couple families!!Total!!$35,000 to $49,999","Annotation of Estimate!!Married-couple families!!Total!!$35,000 to $49,999","Estimate!!Married-couple families!!Total!!$50,000 to $74,999","Annotation of Estimate!!Married-couple families!!Total!!$50,000 to $74,999","Margin of Error!!Married-couple families!!Total!!$50,000 to $74,999","Annotation of Margin of Error!!Married-couple families!!Total!!$50,000 to $74,999","Estimate!!Married-couple families!!Total!!$75,000 to $99,999","Margin of Error!!Married-couple families!!Total!!$75,000 to $99,999","Annotation of Margin of Error!!Married-couple families!!Total!!$75,000 to $99,999","Annotation of Estimate!!Married-couple families!!Total!!$75,000 to $99,999","Estimate!!Married-couple families!!Total!!$100,000 to $149,999","Margin of Error!!Married-couple families!!Total!!$100,000 to $149,999","Annotation of Margin of Error!!Married-couple families!!Total!!$100,000 to $149,999","Annotation of Estimate!!Married-couple families!!Total!!$100,000 to $149,999","Estimate!!Married-couple families!!Total!!$150,000 to $199,999","Margin of Error!!Married-couple families!!Total!!$150,000 to $199,999","Annotation of Margin of Error!!Married-couple families!!Total!!$150,000 to $199,999","Annotation of Estimate!!Married-couple families!!Total!!$150,000 to $199,999","Estimate!!Married-couple families!!Total!!$200,000 or more","Margin of Error!!Married-couple families!!Total!!$200,000 or more","Annotation of Margin of Error!!Married-couple families!!Total!!$200,000 or more","Annotation of Estimate!!Married-couple families!!Total!!$200,000 or more",Estimate!!Married-couple families!!Median income (dollars),Margin of Error!!Married-couple families!!Median income (dollars),Annotation of Margin of Error!!Married-couple families!!Median income (dollars),Annotation of Estimate!!Married-couple families!!Median income (dollars),Estimate!!Married-couple families!!Mean income (dollars),Margin of Error!!Married-couple families!!Mean income (dollars),Annotation of Margin of Error!!Married-couple families!!Mean income (dollars),Annotation of Estimate!!Married-couple families!!Mean income (dollars),Estimate!!Married-couple families!!PERCENT ALLOCATED!!Household income in the past 12 months,Margin of Error!!Married-couple families!!PERCENT ALLOCATED!!Household income in the past 12 months,Annotation of Margin of Error!!Married-couple families!!PERCENT ALLOCATED!!Household income in the past 12 months,Annotation of Estimate!!Married-couple families!!PERCENT ALLOCATED!!Household income in the past 12 months,Estimate!!Married-couple families!!PERCENT ALLOCATED!!Family income in the past 12 months,Margin of Error!!Married-couple families!!PERCENT ALLOCATED!!Family income in the past 12 months,Annotation of Margin of Error!!Married-couple families!!PERCENT ALLOCATED!!Family income in the past 12 months,Annotation of Estimate!!Married-couple families!!PERCENT ALLOCATED!!Family income in the past 12 months,Estimate!!Married-couple families!!PERCENT ALLOCATED!!Nonfamily income in the past 12 months,Annotation of Estimate!!Married-couple families!!PERCENT ALLOCATED!!Nonfamily income in the past 12 months,Margin of Error!!Married-couple families!!PERCENT ALLOCATED!!Nonfamily income in the past 12 months,Annotation of Margin of Error!!Married-couple families!!PERCENT ALLOCATED!!Nonfamily income in the past 12 months,Estimate!!Nonfamily households!!Total,Margin of Error!!Nonfamily households!!Total,Annotation of Margin of Error!!Nonfamily households!!Total,Annotation of Estimate!!Nonfamily households!!Total,"Estimate!!Nonfamily households!!Total!!Less than $10,000","Margin of Error!!Nonfamily households!!Total!!Less than $10,000","Annotation of Margin of Error!!Nonfamily households!!Total!!Less than $10,000","Annotation of Estimate!!Nonfamily households!!Total!!Less than $10,000","Estimate!!Nonfamily households!!Total!!$10,000 to $14,999","Margin of Error!!Nonfamily households!!Total!!$10,000 to $14,999","Annotation of Margin of Error!!Nonfamily households!!Total!!$10,000 to $14,999","Annotation of Estimate!!Nonfamily households!!Total!!$10,000 to $14,999","Estimate!!Nonfamily households!!Total!!$15,000 to $24,999","Annotation of Estimate!!Nonfamily households!!Total!!$15,000 to $24,999","Margin of Error!!Nonfamily households!!Total!!$15,000 to $24,999","Annotation of Margin of Error!!Nonfamily households!!Total!!$15,000 to $24,999","Estimate!!Nonfamily households!!Total!!$25,000 to $34,999","Margin of Error!!Nonfamily households!!Total!!$25,000 to $34,999","Annotation of Margin of Error!!Nonfamily households!!Total!!$25,000 to $34,999","Annotation of Estimate!!Nonfamily households!!Total!!$25,000 to $34,999","Estimate!!Nonfamily households!!Total!!$35,000 to $49,999","Margin of Error!!Nonfamily households!!Total!!$35,000 to $49,999","Annotation of Margin of Error!!Nonfamily households!!Total!!$35,000 to $49,999","Annotation of Estimate!!Nonfamily households!!Total!!$35,000 to $49,999","Estimate!!Nonfamily households!!Total!!$50,000 to $74,999","Margin of Error!!Nonfamily households!!Total!!$50,000 to $74,999","Annotation of Margin of Error!!Nonfamily households!!Total!!$50,000 to $74,999","Annotation of Estimate!!Nonfamily households!!Total!!$50,000 to $74,999","Estimate!!Nonfamily households!!Total!!$75,000 to $99,999","Margin of Error!!Nonfamily households!!Total!!$75,000 to $99,999","Annotation of Margin of Error!!Nonfamily households!!Total!!$75,000 to $99,999","Annotation of Estimate!!Nonfamily households!!Total!!$75,000 to $99,999","Estimate!!Nonfamily households!!Total!!$100,000 to $149,999","Margin of Error!!Nonfamily households!!Total!!$100,000 to $149,999","Annotation of Margin of Error!!Nonfamily households!!Total!!$100,000 to $149,999","Annotation of Estimate!!Nonfamily households!!Total!!$100,000 to $149,999","Estimate!!Nonfamily households!!Total!!$150,000 to $199,999","Margin of Error!!Nonfamily households!!Total!!$150,000 to $199,999","Annotation of Margin of Error!!Nonfamily households!!Total!!$150,000 to $199,999","Annotation of Estimate!!Nonfamily households!!Total!!$150,000 to $199,999","Estimate!!Nonfamily households!!Total!!$200,000 or more","Margin of Error!!Nonfamily households!!Total!!$200,000 or more","Annotation of Margin of Error!!Nonfamily households!!Total!!$200,000 or more","Annotation of Estimate!!Nonfamily households!!Total!!$200,000 or more",Estimate!!Nonfamily households!!Median income (dollars),Margin of Error!!Nonfamily households!!Median income (dollars),Annotation of Margin of Error!!Nonfamily households!!Median income (dollars),Annotation of Estimate!!Nonfamily households!!Median income (dollars),Estimate!!Nonfamily households!!Mean income (dollars),Margin of Error!!Nonfamily households!!Mean income (dollars),Annotation of Margin of Error!!Nonfamily households!!Mean income (dollars),Annotation of Estimate!!Nonfamily households!!Mean income (dollars),Estimate!!Nonfamily households!!PERCENT ALLOCATED!!Household income in the past 12 months,Margin of Error!!Nonfamily households!!PERCENT ALLOCATED!!Household income in the past 12 months,Annotation of Margin of Error!!Nonfamily households!!PERCENT ALLOCATED!!Household income in the past 12 months,Annotation of Estimate!!Nonfamily households!!PERCENT ALLOCATED!!Household income in the past 12 months,Estimate!!Nonfamily households!!PERCENT ALLOCATED!!Family income in the past 12 months,Annotation of Estimate!!Nonfamily households!!PERCENT ALLOCATED!!Family income in the past 12 months,Margin of Error!!Nonfamily households!!PERCENT ALLOCATED!!Family income in the past 12 months,Annotation of Margin of Error!!Nonfamily households!!PERCENT ALLOCATED!!Family income in the past 12 months,Estimate!!Nonfamily households!!PERCENT ALLOCATED!!Nonfamily income in the past 12 months,Annotation of Estimate!!Nonfamily households!!PERCENT ALLOCATED!!Nonfamily income in the past 12 months,Margin of Error!!Nonfamily households!!PERCENT ALLOCATED!!Nonfamily income in the past 12 months,Annotation of Margin of Error!!Nonfamily households!!PERCENT ALLOCATED!!Nonfamily income in the past 12 months
0500000US06001,"Alameda County, California",589180,4004,null,null,4.6,null,0.4,null,3.1,0.4,null,null,4.8,0.5,null,null,4.6,0.4,null,null,6.9,0.5,null,null,11.6,0.8,null,null,10.4,0.6,null,null,16.4,0.8,null,null,11.8,0.6,null,null,25.8,0.8,null,null,109729,3259,null,null,149973,null,2782,null,34.2,(X),(X),null,(X),(X),(X),(X),(X),(X),(X),(X),383755,5737,null,null,2.4,0.4,null,null,1,0.3,null,null,3.6,0.5,null,null,3.6,0.5,null,null,5.5,0.6,null,null,10.6,0.8,null,null,10.2,0.7,null,null,17,0.9,null,null,13.4,null,0.9,null,32.7,1,null,null,136940,3167,null,null,175733,3524,null,null,(X),(X),(X),(X),36.4,(X),(X),null,(X),(X),(X),(X),289778,5404,null,null,1.3,0.3,null,null,0.7,0.2,null,null,2.3,0.5,null,null,2.1,0.4,null,null,4,0.6,null,null,8.9,null,0.8,null,8.6,0.8,null,null,16.7,1,null,null,15.1,1.1,null,null,40.3,1.2,null,null,164818,3224,null,null,201108,4292,null,null,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),205425,6118,null,null,9.2,1,null,null,7,0.9,null,null,7.9,null,1,null,7.2,0.9,null,null,9.5,1.2,null,null,13.8,1.5,null,null,11.1,1.1,null,null,14.8,1.4,null,null,8.5,0.8,null,null,11,1.2,null,null,65916,3516,null,null,94050,4036,null,null,(X),(X),(X),(X),(X),(X),(X),(X),28.5,null,(X),(X)
0500000US06007,"Butte County, California",81353,1910,null,null,5.9,null,1.3,null,4.9,1.5,null,null,8.1,1.6,null,null,8.5,1.4,null,null,12.5,2.3,null,null,17.2,2.7,null,null,13.1,2.1,null,null,15,2,null,null,7.7,1.6,null,null,7.1,1.4,null,null,64738,3554,null,null,88739,null,7864,null,41.8,(X),(X),null,(X),(X),(X),(X),(X),(X),(X),(X),49011,2232,null,null,2.3,1,null,null,2.1,1,null,null,6.9,2,null,null,7.8,2,null,null,9.5,2,null,null,17.4,3,null,null,14.1,2.4,null,null,19.5,2.4,null,null,10.2,null,2.5,null,10.1,2.3,null,null,81683,3918,null,null,108237,11511,null,null,(X),(X),(X),(X),41.5,(X),(X),null,(X),(X),(X),(X),33495,1878,null,null,0.6,0.5,null,null,1.1,0.8,null,null,3.2,1.6,null,null,4.5,1.7,null,null,7.1,2.5,null,null,16.2,null,3.4,null,17.1,3.1,null,null,22.9,3.4,null,null,14.1,3.4,null,null,13.3,2.7,null,null,100187,5723,null,null,N,N,N,N,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),32342,2161,null,null,11.7,3.3,null,null,10.2,3.4,null,null,11.1,null,3,null,12,2.8,null,null,16.5,4.2,null,null,16.6,4.6,null,null,9.5,3.1,null,null,6.6,2.3,null,null,3.7,1.8,null,null,2.1,1.1,null,null,38577,3684,null,null,53964,4100,null,null,(X),(X),(X),(X),(X),(X),(X),(X),40,null,(X),(X)
0500000US06013,"Contra Costa County, California",411560,2396,null,null,4.3,null,0.6,null,2.3,0.4,null,null,3.9,0.5,null,null,4.8,0.6,null,null,7.2,0.7,null,null,11.6,1,null,null,10.6,0.7,null,null,18.2,1,null,null,13.1,0.9,null,null,24,1.1,null,null,111080,3388,null,null,153125,null,4479,null,38.5,(X),(X),null,(X),(X),(X),(X),(X),(X),(X),(X),298386,5565,null,null,2.8,0.6,null,null,1.4,0.4,null,null,3,0.6,null,null,4.3,0.7,null,null,6,0.8,null,null,10.6,1.2,null,null,10.3,0.9,null,null,18.8,1.1,null,null,13.9,null,1.1,null,28.9,1.3,null,null,127209,4031,null,null,171972,6039,null,null,(X),(X),(X),(X),40.3,(X),(X),null,(X),(X),(X),(X),226289,5928,null,null,1.2,0.4,null,null,0.8,0.3,null,null,2,0.5,null,null,2.8,0.8,null,null,4.7,0.9,null,null,8.9,null,1.1,null,9.5,1,null,null,20,1.3,null,null,15.3,1.3,null,null,34.8,1.6,null,null,150216,6152,null,null,195896,7113,null,null,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),113174,5161,null,null,9.3,1.7,null,null,5.1,1.1,null,null,7.2,null,1.5,null,6.9,1.1,null,null,10.4,1.2,null,null,16.1,1.6,null,null,11.9,1.4,null,null,15.7,2,null,null,8.8,1.4,null,null,8.7,1.6,null,null,66459,3629,null,null,92108,6015,null,null,(X),(X),(X),(X),(X),(X),(X),(X),30.9,null,(X),(X)
0500000US06017,"El Dorado County, California",74909,2311,null,null,4.7,null,1.5,null,2.7,1.4,null,null,5.5,1.8,null,null,4.5,1.3,null,null,7.3,1.6,null,null,15.5,2.4,null,null,13.2,1.9,null,null,18.5,2.5,null,null,9.3,2,null,null,18.8,2.5,null,null,87491,8833,null,null,131038,null,9362,null,35,(X),(X),null,(X),(X),(X),(X),(X),(X),(X),(X),52339,2331,null,null,2.8,1.2,null,null,0.8,0.5,null,null,3.9,2.1,null,null,4.1,1.5,null,null,4.7,1.5,null,null,13.4,2.6,null,null,13,2.3,null,null,21.5,3.1,null,null,11.3,null,2.5,null,24.7,3.1,null,null,118290,7161,null,null,155888,12387,null,null,(X),(X),(X),(X),35.9,(X),(X),null,(X),(X),(X),(X),41585,2271,null,null,2,1.1,null,null,0.2,0.3,null,null,1,0.6,null,null,2.1,1,null,null,4.1,1.5,null,null,11.9,null,2.6,null,13.6,2.5,null,null,22.3,3.9,null,null,14,3.1,null,null,28.7,3.7,null,null,131099,9939,null,null,N,N,N,N,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),22570,1833,null,null,9.4,4.4,null,null,7.2,4.2,null,null,9.6,null,3.4,null,7.1,3.3,null,null,13.1,3.9,null,null,20.6,5,null,null,13.1,4.5,null,null,11.2,4.4,null,null,3.7,2.8,null,null,5,2.6,null,null,55979,8630,null,null,68629,9836,null,null,(X),(X),(X),(X),(X),(X),(X),(X),32.1,null,(X),(X)
