GEO_ID,NAME,S1901_C03_001E,S1901_C03_001M,S1901_C03_001MA,S1901_C03_001EA,S1901_C04_001E,S1901_C04_001M,S1901_C04_001MA,S1901_C04_001EA,S1901_C02_001M,S1901_C02_001MA,S1901_C02_001E,S1901_C02_001EA,S1901_C01_001M,S1901_C01_001MA,S1901_C01_001E,S1901_C01_001EA,S1901_C02_002E,S1901_C02_002M,S1901_C02_002MA,S1901_C02_002EA,S1901_C01_002M,S1901_C01_002MA,S1901_C01_002E,S1901_C01_002EA,S1901_C04_002M,S1901_C04_002MA,S1901_C04_002E,S1901_C04_002EA,S1901_C03_002M,S1901_C03_002MA,S1901_C03_002E,S1901_C03_002EA,S1901_C01_003E,S1901_C01_003EA,S1901_C01_003M,S1901_C01_003MA,S1901_C02_003E,S1901_C02_003EA,S1901_C02_003M,S1901_C02_003MA,S1901_C04_003E,S1901_C04_003M,S1901_C04_003MA,S1901_C04_003EA,S1901_C03_003M,S1901_C03_003MA,S1901_C03_003E,S1901_C03_003EA,S1901_C04_004E,S1901_C04_004M,S1901_C04_004MA,S1901_C04_004EA,S1901_C03_004M,S1901_C03_004MA,S1901_C03_004E,S1901_C03_004EA,S1901_C02_004M,S1901_C02_004MA,S1901_C02_004E,S1901_C02_004EA,S1901_C01_004M,S1901_C01_004MA,S1901_C01_004E,S1901_C01_004EA,S1901_C04_005E,S1901_C04_005EA,S1901_C04_005M,S1901_C04_005MA,S1901_C03_005M,S1901_C03_005MA,S1901_C03_005E,S1901_C03_005EA,S1901_C02_005M,S1901_C02_005MA,S1901_C02_005E,S1901_C02_005EA,S1901_C01_005M,S1901_C01_005MA,S1901_C01_005E,S1901_C01_005EA,S1901_C04_006E,S1901_C04_006EA,S1901_C04_006M,S1901_C04_006MA,S1901_C03_006M,S1901_C03_006MA,S1901_C03_006E,S1901_C03_006EA,S1901_C02_006M,S1901_C02_006MA,S1901_C02_006E,S1901_C02_006EA,S1901_C01_006M,S1901_C01_006MA,S1901_C01_006E,S1901_C01_006EA,S1901_C01_007E,S1901_C01_007M,S1901_C01_007MA,S1901_C01_007EA,S1901_C04_007M,S1901_C04_007MA,S1901_C04_007E,S1901_C04_007EA,S1901_C03_007M,S1901_C03_007MA,S1901_C03_007E,S1901_C03_007EA,S1901_C02_007M,S1901_C02_007MA,S1901_C02_007E,S1901_C02_007EA,S1901_C01_008E,S1901_C01_008M,S1901_C01_008MA,S1901_C01_008EA,S1901_C04_008E,S1901_C04_008EA,S1901_C04_008M,S1901_C04_008MA,S1901_C03_008M,S1901_C03_008MA,S1901_C03_008E,S1901_C03_008EA,S1901_C02_008M,S1901_C02_008MA,S1901_C02_008E,S1901_C02_008EA,S1901_C01_009E,S1901_C01_009EA,S1901_C01_009M,S1901_C01_009MA,S1901_C02_009E,S1901_C02_009EA,S1901_C02_009M,S1901_C02_009MA,S1901_C03_009E,S1901_C03_009EA,S1901_C03_009M,S1901_C03_009MA,S1901_C04_009E,S1901_C04_009EA,S1901_C04_009M,S1901_C04_009MA,S1901_C01_010M,S1901_C01_010MA,S1901_C02_010E,S1901_C02_010M,S1901_C02_010MA,S1901_C02_010EA,S1901_C01_010E,S1901_C01_010EA,S1901_C03_010E,S1901_C03_010M,S1901_C03_010MA,S1901_C03_010EA,S1901_C04_010E,S1901_C04_010M,S1901_C04_010MA,S1901_C04_010EA,S1901_C02_011E,S1901_C02_011EA,S1901_C02_011M,S1901_C02_011MA,S1901_C01_011M,S1901_C01_011MA,S1901_C01_011E,S1901_C01_011EA,S1901_C04_011M,S1901_C04_011MA,S1901_C04_011E,S1901_C04_011EA,S1901_C03_011M,S1901_C03_011MA,S1901_C03_011E,S1901_C03_011EA,S1901_C01_012E,S1901_C01_012EA,S1901_C01_012M,S1901_C01_012MA,S1901_C02_012E,S1901_C02_012M,S1901_C02_012MA,S1901_C02_012EA,S1901_C04_012E,S1901_C04_012EA,S1901_C04_012M,S1901_C04_012MA,S1901_C03_012M,S1901_C03_012MA,S1901_C03_012E,S1901_C03_012EA,S1901_C02_013M,S1901_C02_013MA,S1901_C02_013E,S1901_C02_013EA,S1901_C01_013M,S1901_C01_013MA,S1901_C01_013E,S1901_C01_013EA,S1901_C03_013E,S1901_C03_013M,S1901_C03_013MA,S1901_C03_013EA,S1901_C04_013M,S1901_C04_013MA,S1901_C04_013E,S1901_C04_013EA,S1901_C01_014E,S1901_C01_014M,S1901_C01_014MA,S1901_C01_014EA,S1901_C02_014E,S1901_C02_014M,S1901_C02_014MA,S1901_C02_014EA,S1901_C04_014M,S1901_C04_014MA,S1901_C03_014E,S1901_C03_014EA,S1901_C03_014M,S1901_C03_014MA,S1901_C04_014E,S1901_C04_014EA,S1901_C02_015E,S1901_C02_015M,S1901_C02_015MA,S1901_C02_015EA,S1901_C01_015M,S1901_C01_015MA,S1901_C01_015E,S1901_C01_015EA,S1901_C04_015M,S1901_C04_015MA,S1901_C04_015E,S1901_C04_015EA,S1901_C03_015M,S1901_C03_015MA,S1901_C03_015E,S1901_C03_015EA,S1901_C01_016E,S1901_C01_016EA,S1901_C01_016M,S1901_C01_016MA,S1901_C02_016E,S1901_C02_016EA,S1901_C02_016M,S1901_C02_016MA,S1901_C03_016E,S1901_C03_016M,S1901_C03_016MA,S1901_C03_016EA,S1901_C04_016E,S1901_C04_016M,S1901_C04_016MA,S1901_C04_016EA
Geography,Geographic Area Name,Married-couple families!!Estimate!!Total,Married-couple families!!Margin of Error!!Total,Annotation of Married-couple families!!Margin of Error!!Total,Annotation of Married-couple families!!Estimate!!Total,Nonfamily households!!Estimate!!Total,Nonfamily households!!Margin of Error!!Total,Annotation of Nonfamily households!!Margin of Error!!Total,Annotation of Nonfamily households!!Estimate!!Total,Families!!Margin of Error!!Total,Annotation of Families!!Margin of Error!!Total,Families!!Estimate!!Total,Annotation of Families!!Estimate!!Total,Households!!Margin of Error!!Total,Annotation of Households!!Margin of Error!!Total,Households!!Estimate!!Total,Annotation of Households!!Estimate!!Total,"Families!!Estimate!!Less than $10,000","Families!!Margin of Error!!Less than $10,000","Annotation of Families!!Margin of Error!!Less than $10,000","Annotation of Families!!Estimate!!Less than $10,000","Households!!Margin of Error!!Less than $10,000","Annotation of Households!!Margin of Error!!Less than $10,000","Households!!Estimate!!Less than $10,000","Annotation of Households!!Estimate!!Less than $10,000","Nonfamily households!!Margin of Error!!Less than $10,000","Annotation of Nonfamily households!!Margin of Error!!Less than $10,000","Nonfamily households!!Estimate!!Less than $10,000","Annotation of Nonfamily households!!Estimate!!Less than $10,000","Married-couple families!!Margin of Error!!Less than $10,000","Annotation of Married-couple families!!Margin of Error!!Less than $10,000","Married-couple families!!Estimate!!Less than $10,000","Annotation of Married-couple families!!Estimate!!Less than $10,000","Households!!Estimate!!$10,000 to $14,999","Annotation of Households!!Estimate!!$10,000 to $14,999","Households!!Margin of Error!!$10,000 to $14,999","Annotation of Households!!Margin of Error!!$10,000 to $14,999","Families!!Estimate!!$10,000 to $14,999","Annotation of Families!!Estimate!!$10,000 to $14,999","Families!!Margin of Error!!$10,000 to $14,999","Annotation of Families!!Margin of Error!!$10,000 to $14,999","Nonfamily households!!Estimate!!$10,000 to $14,999","Nonfamily households!!Margin of Error!!$10,000 to $14,999","Annotation of Nonfamily households!!Margin of Error!!$10,000 to $14,999","Annotation of Nonfamily households!!Estimate!!$10,000 to $14,999","Married-couple families!!Margin of Error!!$10,000 to $14,999","Annotation of Married-couple families!!Margin of Error!!$10,000 to $14,999","Married-couple families!!Estimate!!$10,000 to $14,999","Annotation of Married-couple families!!Estimate!!$10,000 to $14,999","Nonfamily households!!Estimate!!$15,000 to $24,999","Nonfamily households!!Margin of Error!!$15,000 to $24,999","Annotation of Nonfamily households!!Margin of Error!!$15,000 to $24,999","Annotation of Nonfamily households!!Estimate!!$15,000 to $24,999","Married-couple families!!Margin of Error!!$15,000 to $24,999","Annotation of Married-couple families!!Margin of Error!!$15,000 to $24,999","Married-couple families!!Estimate!!$15,000 to $24,999","Annotation of Married-couple families!!Estimate!!$15,000 to $24,999","Families!!Margin of Error!!$15,000 to $24,999","Annotation of Families!!Margin of Error!!$15,000 to $24,999","Families!!Estimate!!$15,000 to $24,999","Annotation of Families!!Estimate!!$15,000 to $24,999","Households!!Margin of Error!!$15,000 to $24,999","Annotation of Households!!Margin of Error!!$15,000 to $24,999","Households!!Estimate!!$15,000 to $24,999","Annotation of Households!!Estimate!!$15,000 to $24,999","Nonfamily households!!Estimate!!$25,000 to $34,999","Annotation of Nonfamily households!!Estimate!!$25,000 to $34,999","Nonfamily households!!Margin of Error!!$25,000 to $34,999","Annotation of Nonfamily households!!Margin of Error!!$25,000 to $34,999","Married-couple families!!Margin of Error!!$25,000 to $34,999","Annotation of Married-couple families!!Margin of Error!!$25,000 to $34,999","Married-couple families!!Estimate!!$25,000 to $34,999","Annotation of Married-couple families!!Estimate!!$25,000 to $34,999","Families!!Margin of Error!!$25,000 to $34,999","Annotation of Families!!Margin of Error!!$25,000 to $34,999","Families!!Estimate!!$25,000 to $34,999","Annotation of Families!!Estimate!!$25,000 to $34,999","Households!!Margin of Error!!$25,000 to $34,999","Annotation of Households!!Margin of Error!!$25,000 to $34,999","Households!!Estimate!!$25,000 to $34,999","Annotation of Households!!Estimate!!$25,000 to $34,999","Nonfamily households!!Estimate!!$35,000 to $49,999","Annotation of Nonfamily households!!Estimate!!$35,000 to $49,999","Nonfamily households!!Margin of Error!!$35,000 to $49,999","Annotation of Nonfamily households!!Margin of Error!!$35,000 to $49,999","Married-couple families!!Margin of Error!!$35,000 to $49,999","Annotation of Married-couple families!!Margin of Error!!$35,000 to $49,999","Married-couple families!!Estimate!!$35,000 to $49,999","Annotation of Married-couple families!!Estimate!!$35,000 to $49,999","Families!!Margin of Error!!$35,000 to $49,999","Annotation of Families!!Margin of Error!!$35,000 to $49,999","Families!!Estimate!!$35,000 to $49,999","Annotation of Families!!Estimate!!$35,000 to $49,999","Households!!Margin of Error!!$35,000 to $49,999","Annotation of Households!!Margin of Error!!$35,000 to $49,999","Households!!Estimate!!$35,000 to $49,999","Annotation of Households!!Estimate!!$35,000 to $49,999","Households!!Estimate!!$50,000 to $74,999","Households!!Margin of Error!!$50,000 to $74,999","Annotation of Households!!Margin of Error!!$50,000 to $74,999","Annotation of Households!!Estimate!!$50,000 to $74,999","Nonfamily households!!Margin of Error!!$50,000 to $74,999","Annotation of Nonfamily households!!Margin of Error!!$50,000 to $74,999","Nonfamily households!!Estimate!!$50,000 to $74,999","Annotation of Nonfamily households!!Estimate!!$50,000 to $74,999","Married-couple families!!Margin of Error!!$50,000 to $74,999","Annotation of Married-couple families!!Margin of Error!!$50,000 to $74,999","Married-couple families!!Estimate!!$50,000 to $74,999","Annotation of Married-couple families!!Estimate!!$50,000 to $74,999","Families!!Margin of Error!!$50,000 to $74,999","Annotation of Families!!Margin of Error!!$50,000 to $74,999","Families!!Estimate!!$50,000 to $74,999","Annotation of Families!!Estimate!!$50,000 to $74,999","Households!!Estimate!!$75,000 to $99,999","Households!!Margin of Error!!$75,000 to $99,999","Annotation of Households!!Margin of Error!!$75,000 to $99,999","Annotation of Households!!Estimate!!$75,000 to $99,999","Nonfamily households!!Estimate!!$75,000 to $99,999","Annotation of Nonfamily households!!Estimate!!$75,000 to $99,999","Nonfamily households!!Margin of Error!!$75,000 to $99,999","Annotation of Nonfamily households!!Margin of Error!!$75,000 to $99,999","Married-couple families!!Margin of Error!!$75,000 to $99,999","Annotation of Married-couple families!!Margin of Error!!$75,000 to $99,999","Married-couple families!!Estimate!!$75,000 to $99,999","Annotation of Married-couple families!!Estimate!!$75,000 to $99,999","Families!!Margin of Error!!$75,000 to $99,999","Annotation of Families!!Margin of Error!!$75,000 to $99,999","Families!!Estimate!!$75,000 to $99,999","Annotation of Families!!Estimate!!$75,000 to $99,999","Households!!Estimate!!$100,000 to $149,999","Annotation of Households!!Estimate!!$100,000 to $149,999","Households!!Margin of Error!!$100,000 to $149,999","Annotation of Households!!Margin of Error!!$100,000 to $149,999","Families!!Estimate!!$100,000 to $149,999","Annotation of Families!!Estimate!!$100,000 to $149,999","Families!!Margin of Error!!$100,000 to $149,999","Annotation of Families!!Margin of Error!!$100,000 to $149,999","Married-couple families!!Estimate!!$100,000 to $149,999","Annotation of Married-couple families!!Estimate!!$100,000 to $149,999","Married-couple families!!Margin of Error!!$100,000 to $149,999","Annotation of Married-couple families!!Margin of Error!!$100,000 to $149,999","Nonfamily households!!Estimate!!$100,000 to $149,999","Annotation of Nonfamily households!!Estimate!!$100,000 to $149,999","Nonfamily households!!Margin of Error!!$100,000 to $149,999","Annotation of Nonfamily households!!Margin of Error!!$100,000 to $149,999","Households!!Margin of Error!!$150,000 to $199,999","Annotation of Households!!Margin of Error!!$150,000 to $199,999","Families!!Estimate!!$150,000 to $199,999","Families!!Margin of Error!!$150,000 to $199,999","Annotation of Families!!Margin of Error!!$150,000 to $199,999","Annotation of Families!!Estimate!!$150,000 to $199,999","Households!!Estimate!!$150,000 to $199,999","Annotation of Households!!Estimate!!$150,000 to $199,999","Married-couple families!!Estimate!!$150,000 to $199,999","Married-couple families!!Margin of Error!!$150,000 to $199,999","Annotation of Married-couple families!!Margin of Error!!$150,000 to $199,999","Annotation of Married-couple families!!Estimate!!$150,000 to $199,999","Nonfamily households!!Estimate!!$150,000 to $199,999","Nonfamily households!!Margin of Error!!$150,000 to $199,999","Annotation of Nonfamily households!!Margin of Error!!$150,000 to $199,999","Annotation of Nonfamily households!!Estimate!!$150,000 to $199,999","Families!!Estimate!!$200,000 or more","Annotation of Families!!Estimate!!$200,000 or more","Families!!Margin of Error!!$200,000 or more","Annotation of Families!!Margin of Error!!$200,000 or more","Households!!Margin of Error!!$200,000 or more","Annotation of Households!!Margin of Error!!$200,000 or more","Households!!Estimate!!$200,000 or more","Annotation of Households!!Estimate!!$200,000 or more","Nonfamily households!!Margin of Error!!$200,000 or more","Annotation of Nonfamily households!!Margin of Error!!$200,000 or more","Nonfamily households!!Estimate!!$200,000 or more","Annotation of Nonfamily households!!Estimate!!$200,000 or more","Married-couple families!!Margin of Error!!$200,000 or more","Annotation of Married-couple families!!Margin of Error!!$200,000 or more","Married-couple families!!Estimate!!$200,000 or more","Annotation of Married-couple families!!Estimate!!$200,000 or more",Households!!Estimate!!Median income (dollars),Annotation of Households!!Estimate!!Median income (dollars),Households!!Margin of Error!!Median income (dollars),Annotation of Households!!Margin of Error!!Median income (dollars),Families!!Estimate!!Median income (dollars),Families!!Margin of Error!!Median income (dollars),Annotation of Families!!Margin of Error!!Median income (dollars),Annotation of Families!!Estimate!!Median income (dollars),Nonfamily households!!Estimate!!Median income (dollars),Annotation of Nonfamily households!!Estimate!!Median income (dollars),Nonfamily households!!Margin of Error!!Median income (dollars),Annotation of Nonfamily households!!Margin of Error!!Median income (dollars),Married-couple families!!Margin of Error!!Median income (dollars),Annotation of Married-couple families!!Margin of Error!!Median income (dollars),Married-couple families!!Estimate!!Median income (dollars),Annotation of Married-couple families!!Estimate!!Median income (dollars),Families!!Margin of Error!!Mean income (dollars),Annotation of Families!!Margin of Error!!Mean income (dollars),Families!!Estimate!!Mean income (dollars),Annotation of Families!!Estimate!!Mean income (dollars),Households!!Margin of Error!!Mean income (dollars),Annotation of Households!!Margin of Error!!Mean income (dollars),Households!!Estimate!!Mean income (dollars),Annotation of Households!!Estimate!!Mean income (dollars),Married-couple families!!Estimate!!Mean income (dollars),Married-couple families!!Margin of Error!!Mean income (dollars),Annotation of Married-couple families!!Margin of Error!!Mean income (dollars),Annotation of Married-couple families!!Estimate!!Mean income (dollars),Nonfamily households!!Margin of Error!!Mean income (dollars),Annotation of Nonfamily households!!Margin of Error!!Mean income (dollars),Nonfamily households!!Estimate!!Mean income (dollars),Annotation of Nonfamily households!!Estimate!!Mean income (dollars),Households!!Estimate!!PERCENT IMPUTED!!Household income in the past 12 months,Households!!Margin of Error!!PERCENT IMPUTED!!Household income in the past 12 months,Annotation of Households!!Margin of Error!!PERCENT IMPUTED!!Household income in the past 12 months,Annotation of Households!!Estimate!!PERCENT IMPUTED!!Household income in the past 12 months,Families!!Estimate!!PERCENT IMPUTED!!Household income in the past 12 months,Families!!Margin of Error!!PERCENT IMPUTED!!Household income in the past 12 months,Annotation of Families!!Margin of Error!!PERCENT IMPUTED!!Household income in the past 12 months,Annotation of Families!!Estimate!!PERCENT IMPUTED!!Household income in the past 12 months,Nonfamily households!!Margin of Error!!PERCENT IMPUTED!!Household income in the past 12 months,Annotation of Nonfamily households!!Margin of Error!!PERCENT IMPUTED!!Household income in the past 12 months,Married-couple families!!Estimate!!PERCENT IMPUTED!!Household income in the past 12 months,Annotation of Married-couple families!!Estimate!!PERCENT IMPUTED!!Household income in the past 12 months,Married-couple families!!Margin of Error!!PERCENT IMPUTED!!Household income in the past 12 months,Annotation of Married-couple families!!Margin of Error!!PERCENT IMPUTED!!Household income in the past 12 months,Nonfamily households!!Estimate!!PERCENT IMPUTED!!Household income in the past 12 months,Annotation of Nonfamily households!!Estimate!!PERCENT IMPUTED!!Household income in the past 12 months,Families!!Estimate!!PERCENT IMPUTED!!Family income in the past 12 months,Families!!Margin of Error!!PERCENT IMPUTED!!Family income in the past 12 months,Annotation of Families!!Margin of Error!!PERCENT IMPUTED!!Family income in the past 12 months,Annotation of Families!!Estimate!!PERCENT IMPUTED!!Family income in the past 12 months,Households!!Margin of Error!!PERCENT IMPUTED!!Family income in the past 12 months,Annotation of Households!!Margin of Error!!PERCENT IMPUTED!!Family income in the past 12 months,Households!!Estimate!!PERCENT IMPUTED!!Family income in the past 12 months,Annotation of Households!!Estimate!!PERCENT IMPUTED!!Family income in the past 12 months,Nonfamily households!!Margin of Error!!PERCENT IMPUTED!!Family income in the past 12 months,Annotation of Nonfamily households!!Margin of Error!!PERCENT IMPUTED!!Family income in the past 12 months,Nonfamily households!!Estimate!!PERCENT IMPUTED!!Family income in the past 12 months,Annotation of Nonfamily households!!Estimate!!PERCENT IMPUTED!!Family income in the past 12 months,Married-couple families!!Margin of Error!!PERCENT IMPUTED!!Family income in the past 12 months,Annotation of Married-couple families!!Margin of Error!!PERCENT IMPUTED!!Family income in the past 12 months,Married-couple families!!Estimate!!PERCENT IMPUTED!!Family income in the past 12 months,Annotation of Married-couple families!!Estimate!!PERCENT IMPUTED!!Family income in the past 12 months,Households!!Estimate!!PERCENT IMPUTED!!Nonfamily income in the past 12 months,Annotation of Households!!Estimate!!PERCENT IMPUTED!!Nonfamily income in the past 12 months,Households!!Margin of Error!!PERCENT IMPUTED!!Nonfamily income in the past 12 months,Annotation of Households!!Margin of Error!!PERCENT IMPUTED!!Nonfamily income in the past 12 months,Families!!Estimate!!PERCENT IMPUTED!!Nonfamily income in the past 12 months,Annotation of Families!!Estimate!!PERCENT IMPUTED!!Nonfamily income in the past 12 months,Families!!Margin of Error!!PERCENT IMPUTED!!Nonfamily income in the past 12 months,Annotation of Families!!Margin of Error!!PERCENT IMPUTED!!Nonfamily income in the past 12 months,Married-couple families!!Estimate!!PERCENT IMPUTED!!Nonfamily income in the past 12 months,Married-couple families!!Margin of Error!!PERCENT IMPUTED!!Nonfamily income in the past 12 months,Annotation of Married-couple families!!Margin of Error!!PERCENT IMPUTED!!Nonfamily income in the past 12 months,Annotation of Married-couple families!!Estimate!!PERCENT IMPUTED!!Nonfamily income in the past 12 months,Nonfamily households!!Estimate!!PERCENT IMPUTED!!Nonfamily income in the past 12 months,Nonfamily households!!Margin of Error!!PERCENT IMPUTED!!Nonfamily income in the past 12 months,Annotation of Nonfamily households!!Margin of Error!!PERCENT IMPUTED!!Nonfamily income in the past 12 months,Annotation of Nonfamily households!!Estimate!!PERCENT IMPUTED!!Nonfamily income in the past 12 months
0500000US06001,"Alameda County, California",253972,6311,null,null,187204,5855,null,null,6017,null,350206,null,4196,null,537410,null,4,0.5,null,null,0.5,null,5.7,null,1.1,null,10.1,null,0.3,null,1.2,null,5.2,null,0.5,null,2.9,null,0.6,null,9.8,1.2,null,null,0.4,null,1.6,null,13.5,1.4,null,null,0.7,null,4.6,null,0.7,null,6.9,null,0.6,null,8.8,null,9.9,null,1.3,null,0.7,null,4.6,null,0.7,null,6.3,null,0.6,null,7.3,null,13.5,null,1.4,null,0.8,null,8.5,null,0.8,null,10.2,null,0.8,null,11.2,null,16.5,0.7,null,null,1.3,null,16.8,null,1,null,15.2,null,1,null,15.9,null,12.2,0.8,null,null,9.8,null,1,null,1.2,null,13.7,null,1,null,13.2,null,16.5,null,0.7,null,19.3,null,0.9,null,22.9,null,1.1,null,10.5,null,1.2,null,0.5,null,10,0.8,null,null,8,null,12.8,1,null,null,3.4,0.7,null,null,11.4,null,0.7,null,0.5,null,8.6,null,0.6,null,2.7,null,1,null,14.9,null,67169,null,1470,null,81436,1891,null,null,42000,null,1422,null,2247,null,100730,null,2333,null,102938,null,1541,null,88659,null,120633,2701,null,null,1904,null,57675,null,24.1,(X),(X),null,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),23.3,(X),(X),null,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),23.7,(X),(X),null
0500000US06007,"Butte County, California",38792,2804,null,null,32866,2542,null,null,2489,null,51763,null,2168,null,84629,null,3.6,1.3,null,null,1.3,null,7.1,null,3,null,14,null,1.2,null,2,null,6.8,null,1.3,null,3.5,null,1.2,null,13.2,2.9,null,null,0.9,null,1.7,null,21.3,3.6,null,null,3.1,null,8.7,null,2.8,null,11.8,null,2.1,null,15.1,null,16,null,3.8,null,1.7,null,7.9,null,2,null,10.8,null,2,null,12.9,null,13.1,null,3.1,null,3,null,16.4,null,2.9,null,16.4,null,2.1,null,15.4,null,17.9,2.2,null,null,3,null,13.9,null,3.2,null,21.9,null,3.1,null,19.6,null,11.8,1.6,null,null,5,null,1.8,null,2.7,null,18.9,null,2.2,null,15.8,null,9.2,null,1.5,null,13.5,null,2.3,null,16.4,null,2.6,null,1.8,null,1,null,0.7,null,2.8,1.1,null,null,1.8,null,3.3,1.4,null,null,0.3,0.3,null,null,2.1,null,0.9,null,0.7,null,1.9,null,1,null,1.4,null,1.1,null,2.8,null,41657,null,2238,null,52411,2778,null,null,25602,null,1933,null,3687,null,62595,null,3631,null,65384,null,2695,null,55215,null,N,N,N,N,4186,null,36733,null,24.9,(X),(X),null,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),24.8,(X),(X),null,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),24.2,(X),(X),null
0500000US06013,"Contra Costa County, California",198117,5001,null,null,106197,4708,null,null,4452,null,261686,null,3940,null,367883,null,3.2,0.6,null,null,0.5,null,4.2,null,1.3,null,8.5,null,0.3,null,0.9,null,3.4,null,0.4,null,1.9,null,0.5,null,7.7,1.1,null,null,0.3,null,0.7,null,12.5,1.5,null,null,0.6,null,3.5,null,0.7,null,5.2,null,0.7,null,7,null,11.1,null,1.6,null,0.9,null,4.3,null,0.9,null,5.9,null,0.8,null,7.2,null,15.5,null,1.9,null,1,null,8.8,null,1,null,10.3,null,0.9,null,11.9,null,17.2,1.1,null,null,1.9,null,18.2,null,1.4,null,15,null,1.3,null,16.3,null,12.6,0.9,null,null,10.4,null,1.6,null,1.4,null,14.2,null,1.2,null,13.3,null,17,null,1,null,19,null,1.1,null,21.8,null,1.5,null,10.7,null,1.6,null,0.7,null,11.9,0.9,null,null,9.6,null,14.5,1.1,null,null,3.1,0.8,null,null,13,null,1.1,null,0.8,null,10.1,null,0.7,null,2.3,null,1.3,null,16.3,null,73721,null,1862,null,87362,3019,null,null,45372,null,2537,null,3535,null,104373,null,2824,null,112130,null,2061,null,98124,null,128543,3435,null,null,2741,null,58570,null,27.9,(X),(X),null,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),28.3,(X),(X),null,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),23.8,(X),(X),null
0500000US06017,"El Dorado County, California",40114,2122,null,null,18041,2084,null,null,2009,null,49051,null,2275,null,67092,null,2.6,1.3,null,null,1.5,null,5.2,null,4.4,null,12.9,null,1,null,1.5,null,3.8,null,1.2,null,3.2,null,1.6,null,8,3,null,null,0.8,null,0.9,null,18.6,5.4,null,null,1.3,null,3.2,null,1.5,null,5.1,null,1.8,null,8.8,null,14.8,null,4.3,null,2.3,null,5.9,null,2.1,null,6.7,null,1.9,null,8.9,null,10,null,3.8,null,1.8,null,9.5,null,1.7,null,10.1,null,1.8,null,10.1,null,19.3,2.6,null,null,5.6,null,17.2,null,3.1,null,19.9,null,3,null,20,null,13.3,2.2,null,null,9.8,null,3.6,null,2.7,null,15.4,null,2.5,null,14.2,null,15.6,null,2,null,19,null,2.4,null,21.2,null,2.9,null,5.5,null,2.9,null,1.8,null,10.5,2.5,null,null,7.9,null,12.3,2.9,null,null,1.2,1,null,null,8.5,null,1.9,null,1.5,null,7,null,1.7,null,2,null,2.3,null,10.2,null,66129,null,4118,null,79615,6569,null,null,31335,null,4286,null,3940,null,90892,null,5531,null,99343,null,4731,null,86222,null,N,N,N,N,5113,null,45792,null,24.1,(X),(X),null,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),21.8,(X),(X),null,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),29.7,(X),(X),null
0500000US06019,"Fresno County, California",144095,4746,null,null,75714,3595,null,null,4337,null,208976,null,3466,null,284690,null,9.1,1,null,null,0.9,null,8.8,null,2.2,null,14.6,null,0.9,null,4.2,null,7.3,null,0.8,null,5.3,null,0.8,null,12.9,2.1,null,null,0.9,null,3.3,null,21.5,2.7,null,null,1.3,null,9.1,null,1.1,null,11,null,1.1,null,13.9,null,11.1,null,1.9,null,1.2,null,9.2,null,1,null,10,null,1,null,10.6,null,13.6,null,2.1,null,1.3,null,13.2,null,1.1,null,13.1,null,0.9,null,13.3,null,18.2,1,null,null,2.1,null,13.1,null,1.6,null,20.2,null,1.2,null,19.4,null,10.8,0.8,null,null,6,null,1.3,null,1.3,null,14.3,null,1,null,12,null,11.3,null,1,null,13.4,null,1.3,null,17.2,null,1.7,null,5,null,1.2,null,0.5,null,3.8,0.7,null,null,3.3,null,5.2,0.9,null,null,1,0.5,null,null,2.9,null,0.6,null,0.4,null,2.4,null,0.6,null,1.1,null,0.8,null,4.1,null,45221,null,1197,null,51340,1248,null,null,25639,null,2005,null,2714,null,63681,null,1945,null,65682,null,1542,null,59964,null,77957,2582,null,null,2435,null,39461,null,39.7,(X),(X),null,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),38.6,(X),(X),null,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),38.8,(X),(X),null
